#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/!ut/p/
# 
# Support Contact: usdafpacbc@midatl.service-now.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
#
# Data for the following site(s) are contained in this file:
#
#	SCAN 2215: Bodie Hills, CA
# 
# Data items provided in this file:
#
# Element Name                   Value Type  Function Type  Function Duration  Base Data  Measurement Units    Sensor Depth  Element Code  Description                                              
# Air Temperature Maximum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  
# Air Temperature Minimum        Value       None           Day                N/A        Degrees fahrenheit   N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency  
# Precipitation Increment        Value       None           Day                N/A        Inches               N/A           PRCP          Total precipitation                                      
# Relative Humidity              Value       Mean           Day                Hourly     Percent              N/A           RHUM          Relative humidity                                        
# Wind Speed Maximum             Value       Max            Day                Hourly     Miles/hour           N/A           WSPDX         Maximum wind speed                                       
# Wind Speed Average             Value       Mean           Day                Hourly     Miles/hour           N/A           WSPDV         Average wind speed                                       
# Solar Radiation Average        Value       Mean           Day                Hourly     Watts/meter squared  N/A           SRADV         Average solar radiation                                  
# Solar Radiation/langley Total  Value       None           Day                N/A        Langleys             N/A           LRADT         Total solar radiation                                    
# Vapor Pressure - Partial       Value       Mean           Day                Hourly     Inches hg            N/A           PVPV          Partial vapor pressure                                   
# Vapor Pressure - Saturated     Value       Mean           Day                Hourly     Inches hg            N/A           SVPV          Saturated vapor pressure                                 
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -2            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -4            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -8            SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -20           SMS           Percent volumetric soil moisture                         
# Soil Moisture Percent          Value       Mean           Day                Hourly     Percent              -40           SMS           Percent volumetric soil moisture                         
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -2            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -4            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -8            STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -20           STO           Observed soil temperature                                
# Soil Temperature Observed      Value       Mean           Day                Hourly     Degrees fahrenheit   -40           STO           Observed soil temperature                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Bodie Hills (2215) 
# California  SCAN Site - 7825 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Apr 13, 2020 4:36:43 PM GMT-08:00
#
Date,Station Id,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Increment (in),Relative Humidity (pct) Mean of Hourly Values,Wind Speed Maximum (mph) Max of Hourly Values,Wind Speed Average (mph) Mean of Hourly Values,Solar Radiation Average (watt/m2) Mean of Hourly Values,Solar Radiation/langley Total (langley),Vapor Pressure - Partial (inch_Hg) Mean of Hourly Values,Vapor Pressure - Saturated (inch_Hg) Mean of Hourly Values,Soil Moisture Percent -2in (pct) Mean of Hourly Values,Soil Moisture Percent -4in (pct) Mean of Hourly Values,Soil Moisture Percent -8in (pct) Mean of Hourly Values,Soil Moisture Percent -20in (pct) Mean of Hourly Values,Soil Moisture Percent -40in (pct) Mean of Hourly Values,Soil Temperature Observed -2in (degF) Mean of Hourly Values,Soil Temperature Observed -4in (degF) Mean of Hourly Values,Soil Temperature Observed -8in (degF) Mean of Hourly Values,Soil Temperature Observed -20in (degF) Mean of Hourly Values,Soil Temperature Observed -40in (degF) Mean of Hourly Values
2014-10-27,2215,,,,45,10.8,2.9,129.60,,0.10,0.26,2.4,2.0,4.1,2.7,3.8,43,46,48,49,51
2014-10-28,2215,,,,41,12.9,3.4,186.67,,0.11,0.33,2.7,2.1,4.2,2.5,3.8,47,47,47,49,51
2014-10-29,2215,,,,38,12.1,3.0,151.05,,0.11,0.35,2.7,2.0,4.2,2.5,3.9,47,48,48,49,51
2014-10-30,2215,,,,28,16.7,4.8,154.85,,0.10,0.38,2.6,1.8,4.3,2.5,3.6,47,47,47,48,50
2014-10-31,2215,,,,65,19.0,4.3,105.83,,0.14,0.26,2.6,1.9,4.2,2.5,3.8,47,48,48,48,50
2014-11-01,2215,,,,76,14.5,3.3,141.25,,0.11,0.15,2.6,1.8,4.1,2.5,4.0,37,41,44,48,50
2014-11-02,2215,,,,68,13.4,3.3,168.66,,0.09,0.14,2.5,1.7,4.0,2.6,4.2,31,36,40,47,50
2014-11-03,2215,,,,48,12.7,3.6,171.43,,0.09,0.21,2.7,1.7,4.1,2.5,4.1,33,36,38,46,49
2014-11-04,2215,,,,62,13.8,3.6,168.06,,0.15,0.28,2.9,1.8,3.9,2.6,4.0,38,38,40,45,49
2014-11-05,2215,,,,51,11.5,2.8,170.10,,0.15,0.35,2.8,1.9,4.0,2.6,4.0,42,42,42,44,48
2014-11-06,2215,,,,35,13.8,3.4,147.36,,0.11,0.36,3.2,1.8,4.0,2.7,4.0,43,43,43,45,47
2014-11-07,2215,,,,43,13.0,4.0,166.38,,0.12,0.34,3.3,1.9,4.0,2.6,3.9,44,44,44,45,47
2014-11-08,2215,,,,35,12.1,3.6,162.26,,0.10,0.37,3.5,2.0,4.1,2.5,3.9,45,45,44,45,47
2014-11-09,2215,,,,25,14.2,4.2,166.66,,0.08,0.39,3.6,2.0,4.2,2.5,4.1,45,45,45,45,47
2014-11-10,2215,,,,20,15.2,4.5,158.47,,0.05,0.32,3.8,2.0,4.1,2.5,4.0,42,44,44,45,47
2014-11-11,2215,,,,25,19.0,4.7,139.36,,0.06,0.29,3.7,1.9,4.0,2.5,3.9,40,42,43,45,47
2014-11-12,2215,,,,49,21.9,4.5,126.22,,0.13,0.29,3.8,1.9,4.1,2.5,3.9,42,42,42,45,47
2014-11-13,2215,,,,47,25.2,4.6,158.09,,0.10,0.22,3.7,1.9,4.1,2.5,4.0,38,40,42,44,47
2014-11-14,2215,,,,36,21.4,5.3,146.70,,0.07,0.22,3.6,1.8,4.1,2.4,4.0,35,38,40,44,46
2014-11-15,2215,,,,60,21.9,4.7,135.29,,0.08,0.16,3.7,1.9,3.9,2.5,4.0,33,36,38,43,46
2014-11-16,2215,,,,33,8.6,3.2,153.03,,0.05,0.16,3.7,1.7,3.9,2.6,4.0,30,33,36,42,46
2014-11-17,2215,,,,29,10.1,3.2,138.38,,0.04,0.18,3.6,1.7,3.9,2.4,4.0,30,32,35,42,46
2014-11-18,2215,,,,23,10.6,2.5,108.25,,0.05,0.25,3.9,1.8,4.1,2.5,4.2,33,34,35,41,45
2014-11-19,2215,,,,52,15.8,3.7,95.98,,0.10,0.21,3.8,1.9,4.0,2.5,4.1,35,36,37,40,44
2014-11-20,2215,,,,63,14.0,3.5,126.97,,0.10,0.19,3.7,1.8,4.0,2.5,4.0,32,34,36,40,44
2014-11-21,2215,,,,56,27.7,4.9,116.76,,0.14,0.26,3.8,1.9,4.0,2.6,3.8,36,36,36,40,44
2014-11-22,2215,,,,53,29.6,6.3,113.39,,0.09,0.19,3.8,1.8,4.1,2.5,3.9,34,37,38,40,44
2014-11-23,2215,,,,39,10.9,3.2,112.61,,0.06,0.18,3.7,1.8,4.0,2.5,3.8,30,33,35,40,43
2014-11-24,2215,,,,37,13.0,3.1,137.11,,0.07,0.22,3.8,1.8,4.1,2.7,3.8,31,33,35,40,43
2014-11-25,2215,,,,36,18.5,3.8,138.60,,0.09,0.31,3.9,1.9,3.9,2.6,3.9,35,36,36,39,43
2014-11-26,2215,,,,26,13.7,3.2,130.80,,0.08,0.35,4.0,2.0,4.0,2.7,4.0,38,38,37,39,43
2014-11-27,2215,,,,16,20.5,4.6,113.42,,0.05,0.33,4.1,1.9,4.1,2.6,4.0,38,39,39,40,42
2014-11-28,2215,,,,26,21.1,6.7,97.41,,0.06,0.27,4.2,1.9,3.9,2.6,4.2,36,37,38,40,42
2014-11-29,2215,,,,63,11.4,3.0,79.94,,0.11,0.19,4.1,1.8,3.9,2.5,4.2,32,35,36,40,42
2014-11-30,2215,,,,77,10.7,2.3,99.29,,0.13,0.18,4.1,1.8,4.0,2.7,4.0,31,34,35,40,42
2014-12-01,2215,,,,77,10.0,2.9,68.34,,0.13,0.18,3.9,1.9,4.0,2.6,4.1,30,33,35,39,42
2014-12-02,2215,,,,84,19.4,5.6,81.87,,0.17,0.21,4.1,1.8,3.8,2.6,4.1,31,32,33,39,42
